ano,estado,familia,denominacao,quantidade
2012,PARANÁ,2,00,45,00
2012,PARANÁ,5,00,249,00
2012,PARANÁ, ,10,00,10,00
2012,PARANÁ,10,00,1.007,00
2012,PARANÁ,10,00,3,00
2012,PARANÁ,20,00,16.928,00
2012,PARANÁ,20,00,20,00
2012,PARANÁ,50,00,14.127,00
2012,PARANÁ,50,00,395,00
2012,PARANÁ,100,00,9.539,00
2012,PARANÁ,100,00,3.153,00
2012,PERNAMBUCO,2,00,104,00
2012,PERNAMBUCO,5,00,223,00
2012,PERNAMBUCO, ,10,00,3,00
2012,PERNAMBUCO,10,00,401,00
2012,PERNAMBUCO,10,00,6,00
2012,PERNAMBUCO,20,00,1.569,00
2012,PERNAMBUCO,20,00,92,00
2012,PERNAMBUCO,50,00,1.984,00
2012,PERNAMBUCO,50,00,2.977,00
2012,PERNAMBUCO,100,00,3.202,00
2012,PERNAMBUCO,100,00,4.795,00
2012,PIAUÍ,2,00,1,00
2012,PIAUÍ,5,00,18,00
2012,PIAUÍ,10,00,195,00
2012,PIAUÍ,20,00,138,00
2012,PIAUÍ,20,00,8,00
2012,PIAUÍ,50,00,972,00
2012,PIAUÍ,50,00,374,00
2012,PIAUÍ,100,00,740,00
2012,PIAUÍ,100,00,1.084,00
2012,RIO DE JANEIRO,1,00,1,00
2012,RIO DE JANEIRO,2,00,46,00
2012,RIO DE JANEIRO,5,00,287,00
2012,RIO DE JANEIRO, ,10,00,3,00
2012,RIO DE JANEIRO,10,00,850,00
2012,RIO DE JANEIRO,10,00,22,00
2012,RIO DE JANEIRO,20,00,18.796,00
2012,RIO DE JANEIRO,20,00,61,00
2012,RIO DE JANEIRO,50,00,8.141,00
2012,RIO DE JANEIRO,50,00,4.422,00
2012,RIO DE JANEIRO,100,00,12.474,00
2012,RIO DE JANEIRO,100,00,16.910,00
2012,RIO GRANDE DO NORTE,1,00,2,00
2012,RIO GRANDE DO NORTE,2,00,3,00
2012,RIO GRANDE DO NORTE,5,00,18,00
2012,RIO GRANDE DO NORTE,10,00,86,00
2012,RIO GRANDE DO NORTE,20,00,318,00
2012,RIO GRANDE DO NORTE,20,00,3,00
2012,RIO GRANDE DO NORTE,50,00,269,00
2012,RIO GRANDE DO NORTE,50,00,256,00
2012,RIO GRANDE DO NORTE,100,00,432,00
2012,RIO GRANDE DO NORTE,100,00,316,00
2012,RIO GRANDE DO SUL,1,00,2,00
2012,RIO GRANDE DO SUL,2,00,67,00
2012,RIO GRANDE DO SUL,5,00,339,00
2012,RIO GRANDE DO SUL, ,10,00,13,00
2012,RIO GRANDE DO SUL,10,00,3.241,00
2012,RIO GRANDE DO SUL,10,00,78,00
2012,RIO GRANDE DO SUL,20,00,4.125,00
2012,RIO GRANDE DO SUL,20,00,1.517,00
2012,RIO GRANDE DO SUL,50,00,8.065,00
2012,RIO GRANDE DO SUL,50,00,5.341,00
2012,RIO GRANDE DO SUL,100,00,6.411,00
2012,RIO GRANDE DO SUL,100,00,2.362,00
2012,RONDÔNIA,2,00,4,00
2012,RONDÔNIA,5,00,19,00
2012,RONDÔNIA, ,10,00,1,00
2012,RONDÔNIA,10,00,137,00
2012,RONDÔNIA,20,00,192,00
2012,RONDÔNIA,20,00,43,00
2012,RONDÔNIA,50,00,464,00
2012,RONDÔNIA,50,00,25,00
2012,RONDÔNIA,100,00,250,00
2012,RONDÔNIA,100,00,80,00
2012,RORAIMA,5,00,1,00
2012,RORAIMA,10,00,6,00
2012,RORAIMA,20,00,9,00
2012,RORAIMA,50,00,328,00
2012,RORAIMA,50,00,17,00
2012,RORAIMA,100,00,25,00
2012,RORAIMA,100,00,19,00
2012,SANTA CATARINA,2,00,39,00
2012,SANTA CATARINA,5,00,83,00
2012,SANTA CATARINA, ,10,00,2,00
2012,SANTA CATARINA,10,00,506,00
2012,SANTA CATARINA,10,00,3,00
2012,SANTA CATARINA,20,00,8.372,00
2012,SANTA CATARINA,20,00,46,00
2012,SANTA CATARINA,50,00,6.046,00
2012,SANTA CATARINA,50,00,1.215,00
2012,SANTA CATARINA,100,00,8.144,00
2012,SANTA CATARINA,100,00,1.239,00
2012,SÃO PAULO,1,00,2,00
2012,SÃO PAULO,2,00,215,00
2012,SÃO PAULO,5,00,1.251,00
2012,SÃO PAULO, ,10,00,347,00
2012,SÃO PAULO,10,00,5.441,00
2012,SÃO PAULO,10,00,19,00
2012,SÃO PAULO,20,00,17.928,00
2012,SÃO PAULO,20,00,528,00
2012,SÃO PAULO,50,00,34.316,00
2012,SÃO PAULO,50,00,12.078,00
2012,SÃO PAULO,100,00,36.453,00
2012,SÃO PAULO,100,00,54.139,00
2012,SERGIPE,2,00,56,00
2012,SERGIPE,5,00,40,00
2012,SERGIPE, ,10,00,1,00
2012,SERGIPE,10,00,1.655,00
2012,SERGIPE,10,00,447,00
2012,SERGIPE,20,00,293,00
2012,SERGIPE,20,00,191,00
2012,SERGIPE,50,00,388,00
2012,SERGIPE,50,00,601,00
2012,SERGIPE,100,00,263,00
2012,SERGIPE,100,00,1.546,00
2012,TOCANTINS,2,00,2,00
2012,TOCANTINS,5,00,32,00
2012,TOCANTINS, ,10,00,1,00
2012,TOCANTINS,10,00,55,00
2012,TOCANTINS,10,00,1,00
2012,TOCANTINS,20,00,101,00
2012,TOCANTINS,20,00,1,00
2012,TOCANTINS,50,00,696,00
2012,TOCANTINS,50,00,102,00
2012,TOCANTINS,100,00,377,00
2012,TOCANTINS,100,00,834,00
2013,ACRE,5,00,1,00
2013,ACRE,10,00,3,00
2013,ACRE,10,00,1,00
2013,ACRE,20,00,59,00
2013,ACRE,20,00,95,00
2013,ACRE,50,00,71,00
2013,ACRE,50,00,7,00
2013,ACRE,100,00,119,00
2013,ACRE,100,00,46,00
2013,ALAGOAS,2,00,11,00
2013,ALAGOAS,5,00,124,00
2013,ALAGOAS, ,10,00,2,00
2013,ALAGOAS,10,00,588,00
2013,ALAGOAS,10,00,126,00
2013,ALAGOAS,20,00,99,00
2013,ALAGOAS,20,00,214,00
2013,ALAGOAS,50,00,427,00
2013,ALAGOAS,50,00,180,00
2013,ALAGOAS,100,00,534,00
2013,ALAGOAS,100,00,3.451,00
2013,AMAPÁ,2,00,1,00
2013,AMAPÁ,5,00,2,00
2013,AMAPÁ,10,00,17,00
2013,AMAPÁ,10,00,5,00
2013,AMAPÁ,20,00,97,00
2013,AMAPÁ,50,00,20,00
2013,AMAPÁ,50,00,78,00
2013,AMAPÁ,100,00,107,00
2013,AMAPÁ,100,00,498,00
2013,AMAZONAS,2,00,3,00
2013,AMAZONAS,5,00,18,00
2013,AMAZONAS, ,10,00,4,00
2013,AMAZONAS,10,00,48,00
2013,AMAZONAS,10,00,18,00
2013,AMAZONAS,20,00,56,00
2013,AMAZONAS,20,00,48,00
2013,AMAZONAS,50,00,242,00
2013,AMAZONAS,50,00,78,00
2013,AMAZONAS,100,00,874,00
2013,AMAZONAS,100,00,453,00
2013,BAHIA,2,00,34,00
2013,BAHIA,2,00,8,00
2013,BAHIA,5,00,196,00
2013,BAHIA,5,00,3,00
2013,BAHIA, ,10,00,7,00
2013,BAHIA,10,00,508,00
2013,BAHIA,10,00,143,00
2013,BAHIA,20,00,3.514,00
2013,BAHIA,20,00,1.360,00
2013,BAHIA,50,00,2.488,00
2013,BAHIA,50,00,2.531,00
2013,BAHIA,100,00,3.821,00
2013,BAHIA,100,00,14.559,00
2013,CEARÁ,2,00,5,00
2013,CEARÁ,5,00,58,00
2013,CEARÁ,10,00,311,00
2013,CEARÁ,10,00,351,00
2013,CEARÁ,20,00,425,00
2013,CEARÁ,20,00,615,00
2013,CEARÁ,50,00,1.091,00
2013,CEARÁ,50,00,442,00
2013,CEARÁ,100,00,1.440,00
2013,CEARÁ,100,00,2.723,00
2013,DISTRITO FEDERAL,1,00,22,00
2013,DISTRITO FEDERAL,2,00,10,00
2013,DISTRITO FEDERAL,2,00,2,00
2013,DISTRITO FEDERAL,5,00,193,00
2013,DISTRITO FEDERAL, ,10,00,3,00
2013,DISTRITO FEDERAL,10,00,463,00
2013,DISTRITO FEDERAL,10,00,19,00
2013,DISTRITO FEDERAL,20,00,2.034,00
2013,DISTRITO FEDERAL,20,00,291,00
2013,DISTRITO FEDERAL,50,00,3.073,00
2013,DISTRITO FEDERAL,50,00,232,00
2013,DISTRITO FEDERAL,100,00,2.602,00
2013,DISTRITO FEDERAL,100,00,2.467,00
2013,ESPÍRITO SANTO,2,00,53,00
2013,ESPÍRITO SANTO,2,00,1,00
2013,ESPÍRITO SANTO,5,00,80,00
2013,ESPÍRITO SANTO, ,10,00,1,00
2013,ESPÍRITO SANTO,10,00,161,00
2013,ESPÍRITO SANTO,10,00,15,00
2013,ESPÍRITO SANTO,20,00,250,00
2013,ESPÍRITO SANTO,20,00,1.214,00
2013,ESPÍRITO SANTO,50,00,1.599,00
2013,ESPÍRITO SANTO,50,00,93,00
2013,ESPÍRITO SANTO,100,00,1.018,00
2013,ESPÍRITO SANTO,100,00,1.095,00
2013,GOIÁS,2,00,39,00
2013,GOIÁS,5,00,364,00
2013,GOIÁS,5,00,3,00
2013,GOIÁS,10,00,851,00
2013,GOIÁS,10,00,55,00
2013,GOIÁS,20,00,3.536,00
2013,GOIÁS,20,00,1.715,00
2013,GOIÁS,50,00,7.372,00
2013,GOIÁS,50,00,662,00
2013,GOIÁS,100,00,3.222,00
2013,GOIÁS,100,00,5.925,00
2013,MARANHÃO,2,00,3,00
2013,MARANHÃO,5,00,43,00
2013,MARANHÃO,10,00,254,00
2013,MARANHÃO,10,00,31,00
2013,MARANHÃO,20,00,175,00
2013,MARANHÃO,20,00,573,00
2013,MARANHÃO,50,00,544,00
2013,MARANHÃO,50,00,474,00
2013,MARANHÃO,100,00,664,00
2013,MARANHÃO,100,00,4.059,00
2013,MATO GROSSO,2,00,3,00
2013,MATO GROSSO,5,00,19,00
2013,MATO GROSSO,5,00,1,00
2013,MATO GROSSO,10,00,117,00
2013,MATO GROSSO,10,00,9,00
2013,MATO GROSSO,20,00,1.130,00
2013,MATO GROSSO,20,00,30,00
2013,MATO GROSSO,50,00,1.368,00
2013,MATO GROSSO,50,00,67,00
2013,MATO GROSSO,100,00,3.069,00
2013,MATO GROSSO,100,00,1.027,00
2013,MATO GROSSO DO SUL,2,00,6,00
2013,MATO GROSSO DO SUL,5,00,8,00
2013,MATO GROSSO DO SUL,10,00,4.067,00
2013,MATO GROSSO DO SUL,10,00,7,00
2013,MATO GROSSO DO SUL,20,00,15.138,00
2013,MATO GROSSO DO SUL,20,00,18,00
2013,MATO GROSSO DO SUL,50,00,8.956,00
2013,MATO GROSSO DO SUL,50,00,63,00
2013,MATO GROSSO DO SUL,100,00,6.307,00
2013,MATO GROSSO DO SUL,100,00,282,00
2013,MINAS GERAIS,2,00,104,00
2013,MINAS GERAIS,5,00,649,00
2013,MINAS GERAIS,5,00,7,00
2013,MINAS GERAIS, ,10,00,57,00
2013,MINAS GERAIS,10,00,1.235,00
2013,MINAS GERAIS,10,00,77,00
2013,MINAS GERAIS,20,00,2.408,00
2013,MINAS GERAIS,20,00,6.774,00
2013,MINAS GERAIS,50,00,10.923,00
2013,MINAS GERAIS,50,00,1.349,00
2013,MINAS GERAIS,100,00,7.462,00
2013,MINAS GERAIS,100,00,8.996,00
2013,PARÁ,2,00,11,00
2013,PARÁ,5,00,48,00
2013,PARÁ,5,00,1,00
2013,PARÁ,10,00,92,00
2013,PARÁ,10,00,17,00
2013,PARÁ,20,00,170,00
2013,PARÁ,20,00,1.250,00
2013,PARÁ,50,00,519,00
2013,PARÁ,50,00,369,00
2013,PARÁ,100,00,636,00
2013,PARÁ,100,00,2.304,00
2013,PARAÍBA,2,00,3,00
2013,PARAÍBA,5,00,9,00
2013,PARAÍBA,5,00,1,00
2013,PARAÍBA,10,00,52,00
2013,PARAÍBA,10,00,5,00
2013,PARAÍBA,20,00,785,00
2013,PARAÍBA,20,00,166,00
2013,PARAÍBA,50,00,1.019,00
2013,PARAÍBA,50,00,119,00
2013,PARAÍBA,100,00,565,00
2013,PARAÍBA,100,00,800,00
2013,PARANÁ,2,00,88,00
2013,PARANÁ,5,00,206,00
2013,PARANÁ,5,00,1,00
2013,PARANÁ, ,10,00,333,00
2013,PARANÁ,10,00,483,00
2013,PARANÁ,10,00,35,00
2013,PARANÁ,20,00,5.588,00
2013,PARANÁ,20,00,365,00
2013,PARANÁ,50,00,9.769,00
2013,PARANÁ,50,00,856,00
2013,PARANÁ,100,00,9.430,00
2013,PARANÁ,100,00,2.083,00
2013,PERNAMBUCO,2,00,104,00
2013,PERNAMBUCO,5,00,327,00
2013,PERNAMBUCO, ,10,00,11,00
2013,PERNAMBUCO,10,00,521,00
2013,PERNAMBUCO,10,00,64,00
2013,PERNAMBUCO,20,00,1.065,00
2013,PERNAMBUCO,20,00,975,00
2013,PERNAMBUCO,50,00,2.220,00
2013,PERNAMBUCO,50,00,756,00
2013,PERNAMBUCO,100,00,2.452,00
2013,PERNAMBUCO,100,00,8.360,00
2013,PIAUÍ,5,00,90,00
2013,PIAUÍ,10,00,353,00
2013,PIAUÍ,10,00,13,00
2013,PIAUÍ,20,00,99,00
2013,PIAUÍ,20,00,57,00
2013,PIAUÍ,50,00,704,00
2013,PIAUÍ,50,00,156,00
2013,PIAUÍ,100,00,368,00
2013,PIAUÍ,100,00,1.635,00
2013,RIO DE JANEIRO,2,00,50,00
2013,RIO DE JANEIRO,5,00,311,00
2013,RIO DE JANEIRO,5,00,1,00
2013,RIO DE JANEIRO, ,10,00,3,00
2013,RIO DE JANEIRO,10,00,751,00
2013,RIO DE JANEIRO,10,00,223,00
2013,RIO DE JANEIRO,20,00,13.047,00
2013,RIO DE JANEIRO,20,00,4.221,00
2013,RIO DE JANEIRO,50,00,21.680,00
2013,RIO DE JANEIRO,50,00,1.786,00
2013,RIO DE JANEIRO,100,00,14.990,00
2013,RIO DE JANEIRO,100,00,17.704,00
2013,RIO GRANDE DO NORTE,2,00,8,00
2013,RIO GRANDE DO NORTE,5,00,13,00
2013,RIO GRANDE DO NORTE,10,00,79,00
2013,RIO GRANDE DO NORTE,10,00,4,00
2013,RIO GRANDE DO NORTE,20,00,191,00
2013,RIO GRANDE DO NORTE,20,00,96,00
2013,RIO GRANDE DO NORTE,50,00,1.220,00
2013,RIO GRANDE DO NORTE,50,00,82,00
2013,RIO GRANDE DO NORTE,100,00,313,00
2013,RIO GRANDE DO NORTE,100,00,1.401,00
2013,RIO GRANDE DO SUL,2,00,117,00
2013,RIO GRANDE DO SUL,2,00,3,00
2013,RIO GRANDE DO SUL,5,00,224,00
2013,RIO GRANDE DO SUL,5,00,208,00
2013,RIO GRANDE DO SUL, ,10,00,5,00
2013,RIO GRANDE DO SUL,10,00,1.340,00
2013,RIO GRANDE DO SUL,10,00,253,00
2013,RIO GRANDE DO SUL,20,00,1.754,00
2013,RIO GRANDE DO SUL,20,00,3.256,00
2013,RIO GRANDE DO SUL,50,00,9.786,00
2013,RIO GRANDE DO SUL,50,00,3.842,00
2013,RIO GRANDE DO SUL,100,00,7.138,00
2013,RIO GRANDE DO SUL,100,00,3.656,00
2013,RONDÔNIA,2,00,3,00
2013,RONDÔNIA,5,00,12,00
2013,RONDÔNIA,10,00,114,00
2013,RONDÔNIA,10,00,4,00
2013,RONDÔNIA,20,00,86,00
2013,RONDÔNIA,20,00,120,00
2013,RONDÔNIA,50,00,515,00
2013,RONDÔNIA,50,00,10,00
2013,RONDÔNIA,100,00,194,00
2013,RONDÔNIA,100,00,146,00
2013,RORAIMA,5,00,2,00
2013,RORAIMA,10,00,4,00
2013,RORAIMA,10,00,3,00
2013,RORAIMA,20,00,2,00
2013,RORAIMA,20,00,7,00
2013,RORAIMA,50,00,67,00
2013,RORAIMA,50,00,4,00
2013,RORAIMA,100,00,23,00
2013,RORAIMA,100,00,24,00
2013,SANTA CATARINA,2,00,46,00
2013,SANTA CATARINA,5,00,111,00
2013,SANTA CATARINA,5,00,3,00
2013,SANTA CATARINA, ,10,00,5,00
2013,SANTA CATARINA,10,00,302,00
2013,SANTA CATARINA,10,00,27,00
2013,SANTA CATARINA,20,00,5.131,00
2013,SANTA CATARINA,20,00,166,00
2013,SANTA CATARINA,50,00,6.103,00
2013,SANTA CATARINA,50,00,377,00
2013,SANTA CATARINA,100,00,6.439,00
2013,SANTA CATARINA,100,00,1.093,00
2013,SÃO PAULO,2,00,391,00
2013,SÃO PAULO,2,00,1,00
2013,SÃO PAULO,5,00,1.061,00
2013,SÃO PAULO,5,00,82,00
2013,SÃO PAULO, ,10,00,72,00
2013,SÃO PAULO,10,00,4.006,00
2013,SÃO PAULO,10,00,754,00
2013,SÃO PAULO,20,00,21.097,00
2013,SÃO PAULO,20,00,6.117,00
2013,SÃO PAULO,50,00,27.192,00
2013,SÃO PAULO,50,00,5.436,00
2013,SÃO PAULO,100,00,44.229,00
2013,SÃO PAULO,100,00,68.590,00
2013,SERGIPE,2,00,12,00
2013,SERGIPE,2,00,1,00
2013,SERGIPE,5,00,35,00
2013,SERGIPE,5,00,2,00
2013,SERGIPE, ,10,00,2,00
2013,SERGIPE,10,00,912,00
2013,SERGIPE,10,00,553,00
2013,SERGIPE,20,00,96,00
2013,SERGIPE,20,00,1.356,00
2013,SERGIPE,50,00,404,00
2013,SERGIPE,50,00,150,00
2013,SERGIPE,100,00,171,00
2013,SERGIPE,100,00,1.153,00
2013,TOCANTINS,2,00,1,00
2013,TOCANTINS,5,00,23,00
2013,TOCANTINS,5,00,1,00
2013,TOCANTINS,10,00,24,00
2013,TOCANTINS,20,00,124,00
2013,TOCANTINS,20,00,75,00
2013,TOCANTINS,50,00,693,00
2013,TOCANTINS,50,00,735,00
2013,TOCANTINS,100,00,798,00
2013,TOCANTINS,100,00,732,00
2014,ACRE,5,00,6,00
2014,ACRE,10,00,10,00
2014,ACRE,10,00,5,00
2014,ACRE,20,00,4,00
2014,ACRE,20,00,100,00
2014,ACRE,50,00,29,00
2014,ACRE,50,00,15,00
2014,ACRE,100,00,457,00
2014,ACRE,100,00,25,00
2014,ALAGOAS,2,00,1,00
2014,ALAGOAS,2,00,1,00
2014,ALAGOAS,5,00,40,00
2014,ALAGOAS,5,00,23,00
2014,ALAGOAS,10,00,75,00
2014,ALAGOAS,10,00,112,00
2014,ALAGOAS,20,00,138,00
2014,ALAGOAS,20,00,558,00
2014,ALAGOAS,50,00,166,00
2014,ALAGOAS,50,00,654,00
2014,ALAGOAS,100,00,276,00
2014,ALAGOAS,100,00,1.705,00
2014,AMAPÁ,5,00,1,00
2014,AMAPÁ,5,00,7,00
2014,AMAPÁ,10,00,7,00
2014,AMAPÁ,20,00,188,00
2014,AMAPÁ,50,00,25,00
2014,AMAPÁ,50,00,187,00
2014,AMAPÁ,100,00,24,00
2014,AMAPÁ,100,00,760,00
2014,AMAZONAS,2,00,5,00
2014,AMAZONAS,2,00,1,00
2014,AMAZONAS,5,00,8,00
2014,AMAZONAS,5,00,12,00
2014,AMAZONAS,10,00,53,00
2014,AMAZONAS,10,00,8,00
2014,AMAZONAS,20,00,22,00
2014,AMAZONAS,20,00,160,00
2014,AMAZONAS,50,00,244,00
2014,AMAZONAS,50,00,191,00
2014,AMAZONAS,100,00,992,00
2014,AMAZONAS,100,00,532,00
2014,BAHIA,2,00,17,00
2014,BAHIA,2,00,17,00
2014,BAHIA,5,00,150,00
2014,BAHIA,5,00,112,00
2014,BAHIA, ,10,00,598,00
2014,BAHIA,10,00,352,00
2014,BAHIA,10,00,515,00
2014,BAHIA,20,00,1.005,00
2014,BAHIA,20,00,4.585,00
2014,BAHIA,50,00,2.242,00
2014,BAHIA,50,00,2.066,00
2014,BAHIA,100,00,3.747,00
2014,BAHIA,100,00,8.422,00
2014,CEARÁ,2,00,3,00
2014,CEARÁ,5,00,18,00
2014,CEARÁ,5,00,42,00
2014,CEARÁ, ,10,00,6,00
2014,CEARÁ,10,00,208,00
2014,CEARÁ,10,00,396,00
2014,CEARÁ,20,00,275,00
2014,CEARÁ,20,00,1.594,00
2014,CEARÁ,50,00,630,00
2014,CEARÁ,50,00,942,00
2014,CEARÁ,100,00,1.443,00
2014,CEARÁ,100,00,3.233,00
2014,DISTRITO FEDERAL,2,00,17,00
2014,DISTRITO FEDERAL,2,00,1,00
2014,DISTRITO FEDERAL,5,00,102,00
2014,DISTRITO FEDERAL,5,00,98,00
2014,DISTRITO FEDERAL,10,00,210,00
2014,DISTRITO FEDERAL,10,00,71,00
2014,DISTRITO FEDERAL,20,00,1.350,00
2014,DISTRITO FEDERAL,20,00,1.080,00
2014,DISTRITO FEDERAL,50,00,1.361,00
2014,DISTRITO FEDERAL,50,00,272,00
2014,DISTRITO FEDERAL,100,00,2.851,00
2014,DISTRITO FEDERAL,100,00,2.748,00
2014,ESPÍRITO SANTO,2,00,15,00
2014,ESPÍRITO SANTO,2,00,2,00
2014,ESPÍRITO SANTO,5,00,73,00
2014,ESPÍRITO SANTO,5,00,13,00
2014,ESPÍRITO SANTO, ,10,00,3,00
2014,ESPÍRITO SANTO,10,00,322,00
2014,ESPÍRITO SANTO,10,00,85,00
2014,ESPÍRITO SANTO,20,00,171,00
2014,ESPÍRITO SANTO,20,00,2.158,00
2014,ESPÍRITO SANTO,50,00,824,00
2014,ESPÍRITO SANTO,50,00,217,00
2014,ESPÍRITO SANTO,100,00,1.788,00
2014,ESPÍRITO SANTO,100,00,1.052,00
2014,GOIÁS,2,00,44,00
2014,GOIÁS,2,00,21,00
2014,GOIÁS,5,00,202,00
2014,GOIÁS,5,00,79,00
2014,GOIÁS, ,10,00,1,00
2014,GOIÁS,10,00,250,00
2014,GOIÁS,10,00,53,00
2014,GOIÁS,20,00,4.938,00
2014,GOIÁS,20,00,2.351,00
2014,GOIÁS,50,00,5.351,00
2014,GOIÁS,50,00,2.125,00
2014,GOIÁS,100,00,5.555,00
2014,GOIÁS,100,00,7.579,00
2014,MARANHÃO,2,00,5,00
2014,MARANHÃO,5,00,20,00
2014,MARANHÃO,5,00,51,00
2014,MARANHÃO, ,10,00,1,00
2014,MARANHÃO,10,00,90,00
2014,MARANHÃO,10,00,38,00
2014,MARANHÃO,20,00,164,00
2014,MARANHÃO,20,00,1.982,00
2014,MARANHÃO,50,00,482,00
2014,MARANHÃO,50,00,547,00
2014,MARANHÃO,100,00,410,00
2014,MARANHÃO,100,00,2.228,00
2014,MATO GROSSO,2,00,3,00
2014,MATO GROSSO,2,00,2,00
2014,MATO GROSSO,5,00,202,00
2014,MATO GROSSO,5,00,36,00
2014,MATO GROSSO,10,00,157,00
2014,MATO GROSSO,10,00,91,00
2014,MATO GROSSO,20,00,1.684,00
2014,MATO GROSSO,20,00,607,00
2014,MATO GROSSO,50,00,1.965,00
2014,MATO GROSSO,50,00,140,00
2014,MATO GROSSO,100,00,1.640,00
2014,MATO GROSSO,100,00,823,00
2014,MATO GROSSO DO SUL,2,00,3,00
2014,MATO GROSSO DO SUL,2,00,1,00
2014,MATO GROSSO DO SUL,5,00,17,00
2014,MATO GROSSO DO SUL,5,00,10,00
2014,MATO GROSSO DO SUL, ,10,00,1,00
2014,MATO GROSSO DO SUL,10,00,55,00
2014,MATO GROSSO DO SUL,10,00,7,00
2014,MATO GROSSO DO SUL,20,00,3.954,00
2014,MATO GROSSO DO SUL,20,00,80,00
2014,MATO GROSSO DO SUL,50,00,4.612,00
2014,MATO GROSSO DO SUL,50,00,70,00
2014,MATO GROSSO DO SUL,100,00,225,00
2014,MATO GROSSO DO SUL,100,00,217,00
2014,MINAS GERAIS,2,00,129,00
2014,MINAS GERAIS,2,00,9,00
2014,MINAS GERAIS,5,00,649,00
2014,MINAS GERAIS,5,00,159,00
2014,MINAS GERAIS, ,10,00,18,00
2014,MINAS GERAIS,10,00,1.673,00
2014,MINAS GERAIS,10,00,1.282,00
2014,MINAS GERAIS,20,00,4.221,00
2014,MINAS GERAIS,20,00,7.327,00
2014,MINAS GERAIS,50,00,10.356,00
2014,MINAS GERAIS,50,00,1.656,00
2014,MINAS GERAIS,100,00,13.037,00
2014,MINAS GERAIS,100,00,10.896,00
2014,PARÁ,2,00,5,00
2014,PARÁ,2,00,2,00
2014,PARÁ,5,00,33,00
2014,PARÁ,5,00,8,00
2014,PARÁ, ,10,00,2,00
2014,PARÁ,10,00,81,00
2014,PARÁ,10,00,27,00
2014,PARÁ,20,00,121,00
2014,PARÁ,20,00,1.540,00
2014,PARÁ,50,00,657,00
2014,PARÁ,50,00,825,00
2014,PARÁ,100,00,1.002,00
2014,PARÁ,100,00,1.789,00
2014,PARAÍBA,2,00,2,00
2014,PARAÍBA,5,00,24,00
2014,PARAÍBA,5,00,19,00
2014,PARAÍBA,10,00,57,00
2014,PARAÍBA,10,00,40,00
2014,PARAÍBA,20,00,190,00
2014,PARAÍBA,20,00,594,00
2014,PARAÍBA,50,00,527,00
2014,PARAÍBA,50,00,366,00
2014,PARAÍBA,100,00,594,00
2014,PARAÍBA,100,00,1.681,00
2014,PARANÁ,1,00,1,00
2014,PARANÁ,2,00,38,00
2014,PARANÁ,2,00,4,00
2014,PARANÁ,5,00,188,00
2014,PARANÁ,5,00,1.264,00
2014,PARANÁ, ,10,00,4,00
2014,PARANÁ,10,00,873,00
2014,PARANÁ,10,00,45,00
2014,PARANÁ,20,00,11.847,00
2014,PARANÁ,20,00,1.200,00
2014,PARANÁ,50,00,19.388,00
2014,PARANÁ,50,00,3.085,00
2014,PARANÁ,100,00,12.686,00
2014,PARANÁ,100,00,3.577,00
2014,PERNAMBUCO,2,00,22,00
2014,PERNAMBUCO,2,00,36,00
2014,PERNAMBUCO,5,00,273,00
2014,PERNAMBUCO,5,00,205,00
2014,PERNAMBUCO, ,10,00,18,00
2014,PERNAMBUCO,10,00,386,00
2014,PERNAMBUCO,10,00,245,00
2014,PERNAMBUCO,20,00,677,00
2014,PERNAMBUCO,20,00,1.757,00
2014,PERNAMBUCO,50,00,1.229,00
2014,PERNAMBUCO,50,00,872,00
2014,PERNAMBUCO,100,00,1.194,00
2014,PERNAMBUCO,100,00,6.872,00
2014,PIAUÍ,2,00,1,00
2014,PIAUÍ,5,00,39,00
2014,PIAUÍ,5,00,7,00
2014,PIAUÍ, ,10,00,1,00
2014,PIAUÍ,10,00,120,00
2014,PIAUÍ,10,00,17,00
2014,PIAUÍ,20,00,46,00
2014,PIAUÍ,20,00,1.009,00
2014,PIAUÍ,50,00,444,00
2014,PIAUÍ,50,00,196,00
2014,PIAUÍ,100,00,422,00
2014,PIAUÍ,100,00,1.215,00
2014,RIO DE JANEIRO,2,00,20,00
2014,RIO DE JANEIRO,2,00,47,00
2014,RIO DE JANEIRO,5,00,268,00
2014,RIO DE JANEIRO,5,00,172,00
2014,RIO DE JANEIRO, ,10,00,1,00
2014,RIO DE JANEIRO,10,00,653,00
2014,RIO DE JANEIRO,10,00,459,00
2014,RIO DE JANEIRO,20,00,7.391,00
2014,RIO DE JANEIRO,20,00,6.557,00
2014,RIO DE JANEIRO,50,00,14.119,00
2014,RIO DE JANEIRO,50,00,2.913,00
2014,RIO DE JANEIRO,100,00,8.356,00
2014,RIO DE JANEIRO,100,00,16.186,00
2014,RIO GRANDE DO NORTE,2,00,5,00
2014,RIO GRANDE DO NORTE,5,00,17,00
2014,RIO GRANDE DO NORTE,5,00,10,00
2014,RIO GRANDE DO NORTE,10,00,135,00
2014,RIO GRANDE DO NORTE,10,00,25,00
2014,RIO GRANDE DO NORTE,20,00,192,00
2014,RIO GRANDE DO NORTE,20,00,186,00
2014,RIO GRANDE DO NORTE,50,00,746,00
2014,RIO GRANDE DO NORTE,50,00,749,00
2014,RIO GRANDE DO NORTE,100,00,474,00
2014,RIO GRANDE DO NORTE,100,00,1.891,00
2014,RIO GRANDE DO SUL,2,00,74,00
